local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
9819,29673,75895,-0.708200884,0.852014876,-3.642210007,0.685952522,1.940019968,-1.708560747,1.394153406,1.088005092,1.933649259,2.620385135,"(238, 95, 3, 65)","(195, 57, 176, 77)",f8f8383c,545621c6,233504768,050201000000ffffffffe970ee5f0341f8f8383cc339b04d545621c6d42a0308a00007240000eb0d,5477bb45f443adae683b7638dd509057c1184ef30800000000000000ff00000000000000ffffffff
9820,29674,75896,-0.708247308,0.852075829,-3.642210007,0.532104019,1.714007482,-1.866622902,1.240351327,0.861931653,1.775587104,2.331117147,"(195, 91, 152, 65)","(190, 57, 248, 77)",4cd1323c,4e567186,233504768,040202000000ffffffff5273c35b98414cd1323cbe39f84d4e567186bd4b0308a00007240000eb0d,626a3f37663e80e31b3b10399b4f1358f61cb788083070000a0c5000fa03020000000000ffffffff
9821,29675,75897,-0.708293732,0.852014876,-3.642210007,0.604850128,1.739302838,-2.009234537,1.313143859,0.887287962,1.632975469,2.275573687,"(39, 94, 246, 65)","(188, 57, 0, 78)",25b6303c,46560c66,233504768,030201000000ffffffff8a73275ef64125b6303cbc39004e46560c663d370308a00007240000eb0d,8170de386339dcde723b1c394f505058aafc4ed5086471055868c100fc02000000000000ffffffff
9822,29676,75898,-0.708340156,0.852075829,-3.642210007,0.568825252,1.768621071,-2.084375196,1.277165407,0.916545242,1.557834811,2.213155204,"(212, 98, 243, 64)","(201, 57, 139, 77)",674e2a3c,5256e34f,233373696,020202000000ffffffffa06fd462f340674e2a3cc9398b4d5256e34fce150308a000091c0000e90d,796dbf3abf3600d1993b32390d506f58a84cafe1086471055a60a108f209020101000000ffffffff
9823,29677,75899,-0.708247308,0.852075829,-3.642210007,0.010857492,1.809764120,-3.603639284,0.719104800,0.957688291,0.038570723,1.198234651,"(247, 99, 187, 62)","(216, 57, 114, 77)",10d0313c,7756a166,199491712,040202000000ffffffffff6ef763bb3e10d0313cd839724d7756a1662e510308a00007248000e40b,863e623d5b0168e21f3adc39f338165bafd74daf6ba8e10900000000ff00000000000000ffffffff
9824,29678,75900,-0.696037846,0.852136782,-3.642210007,0.019445897,1.802023132,-3.619423268,0.715483743,0.949886350,0.022786738,1.189420153,"(238, 95, 3, 65)","(196, 57, 176, 77)",22ca2c3c,5456c6c7,233504768,0b0303000000ffffffffe970ee5f034122ca2c3cc439b04d5456c6c7d42a0308a00007240000eb0d,3f3fe33ccd002235133ad439703c1e5bf6df9fe56ba8e10900000000ff00000000000000ffffffff
9825,29679,75901,-0.708247308,0.852075829,-3.642210007,0.045025416,1.672437763,-3.512936950,0.753272724,0.820361934,0.129273056,1.121215868,"(157, 109, 252, 65)","(241, 56, 161, 78)",90e41d3c,3d565c60,149684352,040202000000ffffffff70789d6dfc4190e41d3cf138a14e3d565c603e0e03289000021c8000ec08,664195348b04dbb65b3a75392541f95af787afda6ba8e10969d03108fe01010000000000ffffffff
9826,29680,75902,-0.684385470,0.852014876,-3.642210007,-0.000005679,1.726624684,-3.475811240,0.684379791,0.874609807,0.166398766,1.122945485,"(160, 94, 255, 63)","(201, 57, 202, 77)",58dc323c,6756d35e,216596480,060401000000ffffffffe571a05eff3f58dc323cc939ca4d6756d35e0d520308a00007240000e90c,9c3d0e38d90588fa7e3aa7390000e45a560208bd6ba8e10969bcd206f804020000000000ffffffff
9827,29681,75903,-0.708200884,0.852075829,-3.642210007,0.548677319,1.897292149,-1.875737598,1.256878203,1.045216320,1.766472409,2.406791380,"(219, 110, 215, 65)","(238, 56, 133, 78)",554a1f3c,3e567d9e,166461440,050202000000ffffffff7677db6ed741554a1f3cee38854e3e567d9e102c03289000021c0000ec09,c76bfe42143e4a3a9d3ab332d14f0a580ed422a70830700003280000fe00000000000000ffffffff
9828,29682,75904,-0.684431894,0.852014876,-3.642210007,0.076872149,1.786784965,-3.359765608,0.761304043,0.934770089,0.282444399,1.238205881,"(173, 109, 202, 66)","(245, 56, 126, 78)",3a37203c,2e56f59b,132775936,050401000000ffffffff1b77ad6dca423a37203cf5387e4e2e56f59b759a0324a000021c0000ea07,1444e93bed0990f0f43a19346444ab5a971e27ba69a8d1066b78e109cb26090401010000ffffffff
9829,29683,75905,-0.660570056,0.852014876,-3.642210007,0.070465663,1.778800166,-3.373659960,0.731035719,0.926785290,0.268550047,1.210563226,"(143, 102, 191, 63)","(211, 57, 156, 77)",80ce2d3c,645611b3,199753856,070601000000ffffffff4a708f66bf3f80ce2d3cd3399c4d645611b3cf5f0308a000091c8000e80b,8a43663b7009299bf83a31340644b25a1fb5e1dd69a8d1066b78e205b1360c0a01010000ffffffff
9830,29684,75906,-0.696223542,0.852075829,-3.642210007,0.668404322,1.782274468,-2.114720462,1.364627864,0.930198639,1.527489545,2.249600636,"(241, 97, 158, 64)","(200, 57, 204, 77)",c6c62e3c,5a56f73a,216662016,070302000000ffffffffe371f1619e40c6c62e3cc839cc4d5a56f73aae320308a00007240000ea0c,da759f3bae350cb9cd3ac12fc0507c58750dfcfa086471055a60a108e910030201000000ffffffff
9831,29685,75907,-0.708247308,0.852075829,-3.642210007,0.653780822,1.782883995,-2.095379523,1.362028130,0.930808166,1.546830484,2.261461698,"(123, 111, 240, 65)","(239, 56, 143, 78)",4f6c1e3c,3c566d29,166461568,040202000000ffffffffc0777b6ff0414f6c1e3cef388f4e3c566d29983d03289000021c8000ec09,9f74a93b5c36c9afd33a612fa650745804d776bb086471055a60a108ef0c020101000000ffffffff
9832,29686,75908,-0.684385470,0.852014876,-3.642210007,0.638971627,1.759721981,-2.087932150,1.323357097,0.907707105,1.554277856,2.234051443,"(7, 110, 207, 65)","(244, 56, 129, 78)",28171d3c,3f566ae3,166461440,060401000000ffffffff6377076ecf4128171d3cf438814e3f566ae3f14b03289000021c0000ec09,60732d3a9f3600f4983a4b308c507258598a53a1086471055868a108f00b020101000000ffffffff
9833,29687,75909,-0.684431894,0.852014876,-3.642210007,0.700947412,1.904057895,-1.685551700,1.385379306,1.052043019,1.956658307,2.618125678,"(219, 110, 215, 65)","(245, 56, 133, 78)",9b571c3c,3e56ac9f,166461440,050401000000ffffffff7677db6ed7419b571c3cf538854e3e56ac9f102c03289000021c0000ec09,97786d43c34428cc513b7c38fd5084578ab05f970800000000000000ff00000000000000ffffffff
9834,29688,75910,-0.684431894,0.852014876,-3.642210007,0.696351455,1.949345726,-1.635087411,1.380783349,1.097330850,2.007122596,2.671935397,"(117, 112, 205, 64)","(243, 56, 128, 78)",275d193c,4f5680ef,166396032,050401000000ffffffff69777570cd40275d193cf338804e4f5680ef402a03289000021c8000eb09,34785446894615aa593b5a38ed505857cb64def20800000000000000ff00000000000000ffffffff
9835,29689,75911,-0.696269965,0.852014876,-3.642210007,0.486005177,1.691576901,-1.906527483,1.182275142,0.839562024,1.735682524,2.261688026,"(139, 113, 47, 62)","(232, 56, 54, 78)",d015103c,7a56af10,283246720,060301000000ffffffff63758b712f3ed015103ce838364e7a56af102d4803289000021c8000e210,8166cf35ff3cc8e50c3b3139f14e26587d7c5893083070000a0c5000fa03010000000000ffffffff
9836,29690,75912,-0.696177118,0.852075829,-3.642210007,0.588787490,1.710594132,-1.983668928,1.284964607,0.858518303,1.658541078,2.266924398,"(117, 112, 205, 64)","(232, 56, 128, 78)",175a1d3c,4f565bee,166396032,080302000000ffffffff69777570cd40175a1d3ce838804e4f565bee402a03289000021c8000eb09,276f0737493ae0e75c3b223933504758eab0edc90864c100585c7100fe00000000000000ffffffff
9837,29691,75913,-0.696269965,0.852014876,-3.642210007,0.015267754,1.749116218,-3.526608993,0.711537719,0.897101341,0.115601013,1.150843316,"(202, 110, 161, 64)","(240, 56, 119, 78)",6012193c,5356fc2e,166396032,060301000000ffffffff3f77ca6ea1406012193cf038774e5356fc2ea34603289000021c8000eb09,e53e7f39100408eb563ab139f73af95a71038db56ba8e10969000000fe00000000000000ffffffff
9838,29692,75914,-0.684385470,0.852014876,-3.642210007,0.040150916,1.697611215,-3.492150999,0.724536386,0.845596338,0.150059008,1.123611965,"(73, 117, 90, 63)","(242, 56, 55, 78)",100b113c,645612a1,216334464,060401000000ffffffff017549755a3f100b113cf238374e645612a1eb9803289000021c8000e50c,fd4032364605b4d96b3a85399640ee5ad23b1fad6ba8e10969b44107fb02010000000000ffffffff
9839,29693,75915,-0.696084270,0.852014876,-3.642210007,0.014710668,1.696453114,-3.405227929,0.710794939,0.844438238,0.236982078,1.128922445,"(243, 111, 100, 63)","(236, 56, 102, 78)",f00c153c,6856294e,199819392,0a0301000000ffffffffdd76f36f643ff00c153cec38664e6856294e264103289000021c8000e90b,d93e1f36540898edad3a8739b63ac75a5a477db76ba8e10969b4f10ac9230e0401000000ffffffff
9840,29694,75916,-0.696269965,0.852014876,-3.642210007,0.647281489,1.944713323,-1.611300279,1.343551454,1.092698447,2.030909727,2.669028798,"(248, 114, 229, 63)","(242, 56, 95, 78)",1f5b153c,5d569177,183042176,060301000000ffffffff5d76f872e53f1f5b153cf2385f4e5d569177c12303289000021c8000e90a,137408465f4760e31d3b513898504557697491ae0800000000000000ff00000000000000ffffffff
9841,29695,75917,-0.696177118,0.852014876,-3.642210007,0.617755946,1.930023731,-1.669990025,1.313933064,1.078008854,1.972219982,2.603492816,"(38, 111, 178, 64)","(236, 56, 169, 78)",bc231a3c,53563520,183173248,080301000000ffffffffe578266fb240bc231a3cec38a94e53563520cf5103289000021c8000eb0a,977117454f4508e10c3b6e3867507157724801ac0800000000000000ff00000000000000ffffffff
9842,29696,75918,-0.684385470,0.852014876,-3.642210007,0.097809286,1.727599926,-3.289849225,0.782194757,0.875585050,0.352360781,1.225820516,"(136, 113, 220, 64)","(233, 56, 147, 78)",af731c3c,4e562659,166396032,060401000000fffffffffb778871dc40af731c3ce938934e4e562659893a03289000021c8000eb09,d7451e38620c501d1c3ba8349645915a0e3a8db469a8e1056dacc10993321f1206030000ffffffff
9843,29697,75919,-0.696223542,0.852014876,-3.642210007,0.080957444,1.804095522,-3.383886204,0.777180985,0.952080646,0.258323803,1.255865848,"(73, 117, 90, 63)","(218, 56, 55, 78)",699b1a3c,6456a9a0,216334464,070301000000ffffffff017549755a3f699b1a3cda38374e6456a9a0eb1803289000021c8000e50c,6c44053d1409f183e53a3534a044b45a839db8fa69a8d1066b78e205d21f070501000000ffffffff
9844,29698,75920,-0.696084270,0.852014876,-3.642210007,-0.000005679,1.783920190,-3.568069741,0.696078591,0.931905314,0.074140265,1.165534082,"(210, 116, 215, 63)","(227, 56, 137, 78)",3f72193c,5d56d518,199688320,0a0301000000ffffffffa977d274d73f3f72193ce338894e5d56d5183b3703289000021c8000e70b,9c3dba3b9b02a0f63c3ad0390000085ba1fe67b96ba8e10900000000ff00000000000000ffffffff
9845,29699,75921,-0.696130694,0.852014876,-3.642210007,0.053520973,1.625443258,-3.450801406,0.749651667,0.773428381,0.191408601,1.093986442,"(248, 114, 229, 63)","(225, 56, 95, 78)",77641b3c,5d561676,183042176,090301000000ffffffff5d76f872e53f77641b3ce1385f4e5d561676c12303289000021c8000e90a,1d429231ba0649b4833a4d391d42e15aef439fd86ba8e10983d0a10afa03010100000000ffffffff
9846,29700,75922,-0.696177118,0.852014876,-3.642210007,0.617755946,1.930023731,-1.669990025,1.313933064,1.078008854,1.972219982,2.603492816,"(251, 124, 6, 59)","(81, 57, 96, 78)",3433093c,a8560f38,751173760,080301000000fffffffff376fb7c063b3433093c5139604ea8560f3858a40328900007088000c62c,977117454f4566c3893b533867507157504b01ac0800000000000000ff00000000000000ffffffff
9847,29701,75923,-0.696130694,0.852014876,-3.642210007,0.647281489,1.944713323,-1.611300279,1.343412183,1.092698447,2.030909727,2.668958694,"(211, 124, 94, 58)","(81, 57, 83, 78)",74db0c3c,b25632f0,801570944,090301000000ffffffffa776d37c5e3a74db0c3c5139534eb25632f0002d0328900007088000c72f,137408465f4762b96c3b4138985045576d7791ae0800000000000000ff00000000000000ffffffff
9848,29702,75924,-0.696269965,0.851953924,-3.642210007,0.674114450,1.887966391,-1.670101180,1.370384416,1.036012467,1.972108827,2.615432757,"(211, 124, 94, 58)","(86, 57, 83, 78)",7cd60a3c,b2567ef1,801570944,060300000000ffffffffa776d37c5e3a7cd60a3c5639534eb2567ef1002d0328900007088000c72f,557665424e45a4d0403b7d38cf50795713853b850800000000000000ff00000000000000ffffffff
9849,29703,75925,-0.696269965,0.851953924,-3.642210007,0.679824579,1.909543635,-1.613301066,1.376094544,1.057589711,2.028908940,2.669944509,"(86, 121, 174, 62)","(219, 56, 125, 78)",4da0153c,6e5643f0,249561216,060300000000ffffffff3d775679ae3e4da0153cdb387d4e6e5643f0de2f03289000021c8000e00e,d076c7434d47c1c73b3b6138d6504c571955a9830800000000000000ff00000000000000ffffffff
9850,29704,75926,-0.707829494,0.852014876,-3.642210007,0.065916130,1.762708662,-3.335533857,0.773745623,0.910693786,0.306676150,1.233732435,"(236, 123, 98, 58)","(83, 57, 79, 78)",c9990b3c,b2569018,801505408,0d0201000000ffffffff8b76ec7b623ac9990b3c53394f4eb2569018c3090328900007088000c62f,28435e3ac70ab8e90c3b0f348743a25a8bad02b469a8b1066d78e109bc2d090903010000ffffffff
9851,29705,75927,-0.696269965,0.851953924,-3.642210007,0.628247727,1.598745990,-2.088265615,1.324517693,0.746792066,1.553944392,2.174117909,"(9, 125, 200, 57)","(82, 57, 65, 78)",68e50e3c,bb5664a8,885063808,060300000000ffffffff2176097dc83968e50e3c5239414ebb5664a8c22c0328900007088000c134,7972dc2f9c365637b33b6d397b508058a1837def086471055818a005f006060300000000ffffffff
9852,29706,75928,-0.684385470,0.851953924,-3.642210007,0.594126228,1.559065804,-2.039802113,1.278511698,0.707111881,1.602407894,2.168481135,"(128, 125, 79, 58)","(86, 57, 91, 78)",90f70a3c,b3565a22,801439872,060400000000ffffffffe776807d4f3a90f70a3c56395b4eb3565a22793f0328900007088000c52f,9a6f512d50384775df3b4d393d506d58f9faf88b085c91055818c000fc01010100000000ffffffff
9853,29707,75929,-0.696223542,0.851953924,-3.642210007,0.630847461,1.576620172,-2.091933724,1.327071002,0.724666248,1.550276283,2.165551932,"(235, 113, 98, 63)","(231, 56, 154, 78)",0c30163c,68561470,216531072,070300000000ffffffff8478eb71623f0c30163ce7389a4e685614705f5703289000021c8000e80c,b172712e7b367f54b83b5f397f508358d16f2fd8085c91055818a005f105050300000000ffffffff
9854,29708,75930,-0.696177118,0.852014876,-3.642210007,0.660001613,1.614349873,-2.030465108,1.356178730,0.762334996,1.611744899,2.240110938,"(48, 119, 148, 61)","(221, 56, 98, 78)",723a103c,8256049c,333185152,080301000000ffffffffbf763077943d723a103cdd38624e8256049c7f5c03289000021c8000dc13,2575dc30a4381f4bd53b8939b4506558f26b5fdc086471055818c000fc01010100000000ffffffff
9855,29709,75931,-0.707922341,0.852075829,-3.642210007,0.575278161,1.493358830,-2.120945132,1.283200503,0.641283001,1.521264875,2.090955341,"(101, 123, 8, 57)","(89, 57, 18, 78)",5da4103c,c856fe76,1001914496,0b0202000000ffffffffbe74657b08395da4103c5939124ec856fe76cd480328900007088000b83b,046e1b297635c047b43b1a391b509758f4ef2fdc085c610058642103f007040301000000fffffdff
9856,29710,75932,-0.660616480,0.851953924,-3.642210007,0.592362123,1.599660280,-2.124168622,1.252978603,0.747706356,1.518041385,2.105580638,"(28, 124, 69, 58)","(84, 57, 104, 78)",7dab0b3c,b5567857,801439872,060600000000ffffffff63771c7c453a7dab0b3c5439684eb55678575f130328900007088000c52f,746feb2f59358c2f923b6239395090584c3f1df5085c91055818a005d8100f0801000000ffffffff
9857,29711,75933,-0.696223542,0.851953924,-3.642210007,0.612324361,1.557602940,-2.057142265,1.308547902,0.705649017,1.585067742,2.173172311,"(132, 123, 175, 57)","(85, 57, 55, 78)",319c0e3c,be560511,901775488,070300000000ffffffffe075847baf39319c0e3c5539374ebe56051125040328900007088000c035,2271392db4376f6cd33b54395e50755862131d89085c91055818c000fa02010100000000ffffffff
9858,29712,75934,-0.684385470,0.851953924,-3.642210007,0.592269275,1.585458309,-2.163739738,1.276654746,0.733504385,1.478470269,2.086564247,"(31, 126, 169, 57)","(82, 57, 44, 78)",1da80f3c,bc565e5d,918356096,060400000000ffffffff66751f7ea9391da80f3c52392c4ebc565e5d9fa00328900007088000bd36,726f022ff533b041843b4a393950a35889f38fe1085c91055818a005b81d161201010000ffffffff
9859,29713,75935,-0.684339046,0.851953924,-3.642210007,0.563347242,1.605267925,-2.029131250,1.247686289,0.753314002,1.613078757,2.173988532,"(60, 124, 100, 57)","(88, 57, 77, 78)",f3ba0d3c,c256999f,918421632,070400000000ffffffffa3763c7c6439f3ba0d3c58394d4ec256999fae530328900007088000be36,036d4730b0386996fa3b4d390550655819bb2ca20864710558307000fd01010000000000ffffffff
9860,29714,75936,-0.684385470,0.851953924,-3.642210007,0.492690205,1.453861502,-1.882851506,1.177075675,0.601907579,1.759358501,2.200714023,"(23, 126, 132, 57)","(90, 57, 72, 78)",20ed0c3c,bf565973,918421632,060400000000ffffffff6876177e843920ed0c3c5a39484ebf5659735d370328900007088000be36,11679326d43dd3b0803a0a350b4f305813805fe808307000050ca000b924160803010000ffffffff
9861,29715,75937,-0.684339046,0.851953924,-3.642210007,0.558704861,1.563210586,-2.041580590,1.243043908,0.711256662,1.600629417,2.147803233,"(31, 126, 169, 57)","(92, 57, 44, 78)",7c340b3c,bc56cf5f,918356096,070400000000ffffffff66751f7ea9397c340b3c5c392c4ebc56cf5f9f200328900007088000bd36,9f6c952d40380994ec3b3a39f94f6e5848c3ac98085c910558306000fc01010100000000ffffffff
9862,29716,75938,-0.684339046,0.851953924,-3.642210007,0.567339690,1.625565163,-2.072259321,1.251678736,0.773611239,1.569950686,2.151724696,"(255, 127, 188, 56)","(96, 57, 39, 78)",09be0e3c,ca56f4e7,1018429472,070400000000ffffffff6175ff7fbc3809be0e3c6039274eca56f4e70f5e0328900007202000b43c,596d94312c37d42b903b8d390c507658fd2d8eb20864710558686100f505030200000000ffffffff
9863,29717,75939,-0.660477209,0.851953924,-3.642210007,0.646910098,1.645009064,-2.019905400,1.307387307,0.793055140,1.622304607,2.229365439,"(9, 125, 200, 57)","(90, 57, 65, 78)",90ed0a3c,bb56cca9,885063808,090600000000ffffffff2176097dc83990ed0a3c5a39414ebb56cca9c22c0328900007088000c134,0b74d33203390024ce3b9f399c505d588372d8fe086471055818c000fd01010000000000ffffffff
9864,29718,75940,-0.684385470,0.851953924,-3.642210007,0.615063366,1.629953755,-2.058587278,1.299448836,0.777999831,1.583622729,2.191280895,"(144, 91, 209, 58)","(186, 56, 240, 76)",0184b13c,bb56934a,1102184528,060400000000fffffffff56a905bd13a0184b13cba38f04cbb56934a49a40328700002245000b241,5d71dc31a7372c2ab13b8b39635070580a1f3afb0864710558686100f803020100000000ffffffff
9865,29719,75941,-0.684339046,0.852014876,-3.642210007,0.682610007,1.653969106,-1.990449373,1.366949054,0.801954229,1.651760634,2.289103207,"(138, 89, 59, 57)","(194, 56, 190, 76)",50eead3c,d656589b,1369833552,070401000000fffffeff64698a593b3950eead3cc238be4cd656589b420b0328700002245000a651,0c7766330c3a7012e73ba939dd5050583497cdb1086471055830a005fe01000000000000ffffffff
9866,29720,75942,-0.708108037,0.851953924,-3.642210007,0.589901661,1.606060310,-2.014569969,1.298009698,0.754106386,1.627640038,2.214208145,"(248, 124, 142, 56)","(93, 57, 27, 78)",44bc103c,cf567d1f,1035206688,070200000000fffffeff0c75f87c8e3844bc103c5d391b4ecf567d1f2f550328900007202000b43d,3f6f543033397751a53bb43935505e58208cb4a20864710558306000fe01000000000000ffffffff
9867,29721,75943,-0.660570056,0.851953924,-3.642210007,0.635164875,1.627271838,-1.994562101,1.295734931,0.775317914,1.647647906,2.234902795,"(112, 90, 37, 54)","(208, 56, 41, 76)",7011a23c,0757c830,1452736592,070600000000ffffffff9364705a25367011a23cd038294c0757c830bc4603287000022450009756,0e73b031e7390772ef3b843988505358399fa5a60864710558307000fe00000000000000ffffffff
9868,29722,75944,-0.719528294,0.851953924,-3.642210007,0.578110014,1.620688950,-2.097269155,1.297638307,0.768735026,1.544940852,2.159087991,"(146, 91, 15, 57)","(186, 56, 214, 76)",7982ab3c,d856110e,1386545232,110100000000fffffeff3a6a925b0f397982ab3cba38d64cd856110e983f0328700002245000a552,416e44314b36fc2c913b7b391f5082582c2b9ef30864710558686100e909080400000000ffffffff
9869,29723,75945,-0.708154460,0.851953924,-3.642210007,0.643103346,1.595271688,-2.011124169,1.351257807,0.743317764,1.631085838,2.244740512,"(29, 92, 152, 55)","(205, 56, 119, 76)",7ec2a83c,ee56c49b,1469972560,060200000000fffffeff19671d5c98377ec2a83ccd38774cee56c49b322a03287000022450009e57,b973a32f52395f72e13b793996505e583257eb890864710558307000fe01000000000000ffffffff
9870,29724,75946,-0.719899684,0.851953924,-3.642210007,0.529875676,1.790929747,-1.826162548,1.249775360,0.938975823,1.816047459,2.396172452,"(87, 90, 246, 56)","(189, 56, 245, 76)",f6ceab3c,db5611c4,1369768016,090100000000fffffeff4b6b575af638f6ceab3cbd38f54cdb5611c4af580328700002245000a551,326a2d3cd23facdb053bee38954ffa57a1fc6298083070000a000000fd02000000000000ffffffff
9871,29725,75947,-0.708154460,0.851953924,-3.642210007,0.575649552,1.911676978,-1.795817282,1.283804012,1.059723055,1.846392725,2.486027311,"(209, 90, 30, 57)","(184, 56, 199, 76)",4998ab3c,d7568b37,1386545232,060200000000fffffeffb569d15a1e394998ab3cb838c74cd7568b3702340328700002245000a552,0c6eea43e3407abdae3b8a381b50d257588202b70830700000000000ff00000000000000ffffffff
9872,29726,75948,-0.708154460,0.851953924,-3.642210007,0.548677319,1.897292149,-1.875737598,1.256831779,1.045338225,1.766472409,2.406820080,"(209, 90, 30, 57)","(196, 56, 199, 76)",85afad3c,d756433b,1386545232,060200000000fffffeffb569d15a1e3985afad3cc438c74cd756433b02340328700002245000a552,c76bfe42143e28dec23bb038d14f0a5844d722a70830700003280000fe00000000000000ffffffff
9873,29727,75949,-0.708154460,0.851953924,-3.642210007,0.493247291,1.839021400,-1.866067128,1.201401751,0.987067476,1.776142878,2.360582957,"(29, 92, 152, 55)","(182, 56, 119, 76)",df5da53c,ee56c39b,1469972560,060200000000fffffeff19671d5c9837df5da53cb638774cee56c39b322a03287000022450009e57,1d67423f6b3eb0e6da3aef380b4f0a58a2f471aa083070000a0c0000fc02000000000000ffffffff
9874,29728,75950,-0.719899684,0.851953924,-3.642210007,0.489347691,1.753809573,-1.864066342,1.209247375,0.901855649,1.778143665,2.331827120,"(209, 94, 136, 54)","(214, 56, 49, 76)",4191a53c,fd56966a,1486422096,090100000000fffffeffce64d15e88364191a53cd638314cfd56966a0d9203287000022450009958,c966cc397d3ea8e0fc3a1039fe4e0f58c1386398083070000a0c5000fa04010000000000ffffffff
9875,29729,75951,-0.719713989,0.851953924,-3.642210007,0.562975852,1.883577799,-1.768917815,1.282689841,1.031623875,1.873292192,2.493745112,"(167, 89, 128, 55)","(201, 56, 128, 76)",b006a73c,f256d5f2,1453195344,0d0100000000fffffeff7367a7598037b006a73cc938804cf256d5f2340303287000022450009e56,fb6c1d42d54178d0bc3b79380750c157daeaf0a7083070000a000000ff00000000000000ffffffff
9876,29730,75952,-0.719899684,0.851953924,-3.642210007,0.529782828,1.857916727,-1.821382890,1.249682513,1.005962803,1.820827116,2.426742452,"(209, 94, 136, 54)","(182, 56, 49, 76)",d19b9f3c,fd56a56b,1486422096,090100000000fffffeffce64d15e8836d19b9f3cb638314cfd56a56b1d9203287000022450009958,306a7840fd3f20d7d83b9138924fed57b75a51a9083070000a0c0000fd01000000000000ffffffff
9877,29731,75953,-0.719713989,0.851953924,-3.642210007,0.529782828,1.857916727,-1.821382890,1.249496817,1.005962803,1.820827116,2.426646832,"(144, 106, 245, 55)","(137, 56, 190, 77)",68e4823c,e4562882,1654063232,0d0100000000fffffeff3672906af53768e4823c8938be4de4562882043a03287000090880009762,306a7840fd3fc0e0e93ad038924fed57895851a9083070000a0c0000fd01000000000000ffffffff
9878,29732,75954,-0.720131803,0.852014876,-3.642210007,0.607171318,1.793733569,-2.191973062,1.327303121,0.941718693,1.450236944,2.179852029,"(71, 94, 35, 53)","(200, 56, 77, 76)",48ed9d3c,1557996c,1519517840,040101000000ffffffffe065475e233548ed9d3cc8384d4c1557996c7d4b0328700002149000925a,b3705b3cf7322cbbf73a743052509e588c0dfbfc0864a1055760a10876650f0c05040000ffffffff
9879,29733,75955,-0.731366365,0.851953924,-3.642210007,0.602064699,1.627576601,-2.133950246,1.333431064,0.775622677,1.508259761,2.157423567,"(198, 93, 89, 55)","(189, 56, 173, 76)",298fa53c,f2565db5,1486749776,120000000000fffffefff668c65d5937298fa53cbd38ad4cf2565db5fb3b03287000022450009e58,4570b5310135af78e539eb374b5092585ebd449a0864710558686100cb15130b01000000ffffffff
9880,29734,75956,-0.719946108,0.851953924,-3.642210007,0.572956971,1.710106511,-2.183302986,1.292903079,0.858152587,1.458907020,2.129890591,"(218, 105, 251, 55)","(138, 56, 180, 77)",94de823c,e456243e,1654063232,080100000000fffffeffde71da69fb3794de823c8a38b44de456243e311603287000090880009762,d26dff36453358e5cd3a3a311550a1586614de8c086481055768a1086f55211207000000ffffffff
9881,29735,75957,-0.720131803,0.852014876,-3.642210007,0.548398776,1.791783084,-2.257443252,1.268530579,0.939768207,1.384766755,2.099979305,"(144, 106, 245, 55)","(135, 56, 190, 77)",75b47d3c,e456fe82,1654063232,040101000000ffffffff3672906af53775b47d3c8738be4de456fe82f43903287000090880009762,c16b3b3caa3066cd163b1c31d04fbb58f5a4ffe1596881008a6071057341300c0a050000ffffffff
9882,29736,75958,-0.720131803,0.852014876,-3.642210007,0.599836356,1.650433851,-2.137729510,1.319968159,0.798418975,1.504480497,2.154820263,"(130, 105, 211, 57)","(124, 56, 228, 77)",a188813c,c7560b11,1269497984,040101000000ffffffff49738269d339a188813c7c38e44dc7560b11d99d0328700009088000ab4b,15702c33df349355f339dc37475092587355c2b10864710558686100ba1e180e01000000ffffffff
9883,29737,75959,-0.696316389,0.852014876,-3.642210007,0.598490066,1.722784666,-2.205200486,1.294806455,0.870769789,1.437009521,2.121263808,"(169, 96, 226, 53)","(192, 56, 120, 76)",e0db9f3c,0857491c,1536557136,050301000000ffffffff4a67a960e235e0db9f3cc038784c0857491c5f540328700002245000965b,f86fcf378032a8f6d73a07314350aa58330d0cc7592080055768a10868571c190a010000ffffffff
9884,29738,75960,-0.719713989,0.851953924,-3.642210007,0.573514057,1.647142407,-2.166073989,1.293228045,0.795188483,1.476136018,2.117484603,"(245, 90, 250, 54)","(194, 56, 184, 76)",28e3a63c,fb565d4c,1486684240,0d0100000000fffffeff6769f55afa3628e3a63cc238b84cfb565d4cee5103287000022450009d58,de6df632e0335750e839ab3717509f5851294eb408647105586861008a34271703000000ffffffff
9885,29739,75961,-0.719899684,0.851953924,-3.642210007,0.624487399,1.667561550,-2.107384244,1.344387083,0.815607626,1.534825763,2.197335330,"(127, 107, 153, 55)","(138, 56, 218, 77)",6db47e3c,e9568d85,1653997696,090100000000fffffeff38737f6b99376db47e3c8a38da4de9568d857e3203287000090880009662,28724534f035380d053a0538735082587989eab2086471055868a108dd110a0601000000ffffffff
